mlp
2024-08-18 16:15:28.236549: Remain 348 Samples, max category conditions [33], timestep  999
2024-08-18 16:19:50.923242: Remain 1 Samples, max category conditions [30], timestep  383
2024-08-18 16:19:51.008785: Remain 1 Samples, max category conditions [30], timestep  382
2024-08-18 16:19:51.094389: Remain 1 Samples, max category conditions [30], timestep  381
2024-08-18 16:19:51.179997: Remain 1 Samples, max category conditions [30], timestep  380
2024-08-18 16:19:51.265612: Remain 1 Samples, max category conditions [30], timestep  379
2024-08-18 16:19:51.351646: Remain 1 Samples, max category conditions [30], timestep  378
2024-08-18 16:19:51.436762: Remain 1 Samples, max category conditions [30], timestep  377
2024-08-18 16:19:51.522328: Remain 1 Samples, max category conditions [30], timestep  376
2024-08-18 16:19:51.609903: Remain 1 Samples, max category conditions [30], timestep  375
2024-08-18 16:19:51.696479: Remain 1 Samples, max category conditions [30], timestep  374
2024-08-18 16:19:51.783087: Remain 1 Samples, max category conditions [30], timestep  373
2024-08-18 16:19:51.868230: Remain 1 Samples, max category conditions [30], timestep  372
2024-08-18 16:19:51.953234: Remain 1 Samples, max category conditions [30], timestep  371
2024-08-18 16:19:52.039387: Remain 1 Samples, max category conditions [30], timestep  370
2024-08-18 16:19:52.124475: Remain 1 Samples, max category conditions [30], timestep  369
2024-08-18 16:19:52.210046: Remain 1 Samples, max category conditions [30], timestep  368
2024-08-18 16:19:52.295626: Remain 1 Samples, max category conditions [30], timestep  367
2024-08-18 16:19:52.382226: Remain 1 Samples, max category conditions [30], timestep  366
2024-08-18 16:19:52.466779: Remain 1 Samples, max category conditions [30], timestep  365
2024-08-18 16:19:52.551786: Remain 1 Samples, max category conditions [30], timestep  364
2024-08-18 16:19:52.637999: Remain 1 Samples, max category conditions [30], timestep  363
2024-08-18 16:19:52.725536: Remain 1 Samples, max category conditions [30], timestep  362
2024-08-18 16:19:52.811110: Remain 1 Samples, max category conditions [30], timestep  361
2024-08-18 16:19:52.897663: Remain 1 Samples, max category conditions [30], timestep  360
2024-08-18 16:19:52.983263: Remain 1 Samples, max category conditions [30], timestep  359
2024-08-18 16:19:53.070777: Remain 1 Samples, max category conditions [30], timestep  358
2024-08-18 16:19:53.156356: Remain 1 Samples, max category conditions [30], timestep  357
2024-08-18 16:19:53.242714: Remain 1 Samples, max category conditions [30], timestep  356
2024-08-18 16:19:53.328274: Remain 1 Samples, max category conditions [30], timestep  355
2024-08-18 16:19:53.413718: Remain 1 Samples, max category conditions [30], timestep  354
2024-08-18 16:19:53.499274: Remain 1 Samples, max category conditions [30], timestep  353
2024-08-18 16:19:53.583860: Remain 1 Samples, max category conditions [30], timestep  352
2024-08-18 16:19:53.669443: Remain 1 Samples, max category conditions [30], timestep  351
2024-08-18 16:19:53.755479: Remain 1 Samples, max category conditions [30], timestep  350
2024-08-18 16:19:53.842689: Remain 1 Samples, max category conditions [30], timestep  349
2024-08-18 16:19:53.928883: Remain 1 Samples, max category conditions [30], timestep  348
2024-08-18 16:19:54.013376: Remain 1 Samples, max category conditions [30], timestep  347
2024-08-18 16:19:54.098951: Remain 1 Samples, max category conditions [30], timestep  346
2024-08-18 16:19:54.185411: Remain 1 Samples, max category conditions [30], timestep  345
2024-08-18 16:19:54.270988: Remain 1 Samples, max category conditions [30], timestep  344
2024-08-18 16:19:54.358238: Remain 1 Samples, max category conditions [30], timestep  343
2024-08-18 16:19:54.445241: Remain 1 Samples, max category conditions [30], timestep  342
2024-08-18 16:19:54.530827: Remain 1 Samples, max category conditions [30], timestep  341
2024-08-18 16:19:54.616387: Remain 1 Samples, max category conditions [30], timestep  340
2024-08-18 16:19:54.701921: Remain 1 Samples, max category conditions [30], timestep  339
2024-08-18 16:19:54.789495: Remain 1 Samples, max category conditions [30], timestep  338
2024-08-18 16:19:54.874514: Remain 1 Samples, max category conditions [30], timestep  337
2024-08-18 16:19:54.959713: Remain 1 Samples, max category conditions [30], timestep  336
2024-08-18 16:19:55.046743: Remain 1 Samples, max category conditions [30], timestep  335
2024-08-18 16:19:55.132058: Remain 1 Samples, max category conditions [30], timestep  334
2024-08-18 16:19:55.217667: Remain 1 Samples, max category conditions [30], timestep  333
2024-08-18 16:19:55.303245: Remain 1 Samples, max category conditions [30], timestep  332
2024-08-18 16:19:55.389753: Remain 1 Samples, max category conditions [30], timestep  331
2024-08-18 16:19:55.475934: Remain 1 Samples, max category conditions [30], timestep  330
2024-08-18 16:19:55.563249: Remain 1 Samples, max category conditions [30], timestep  329
2024-08-18 16:19:55.649256: Remain 1 Samples, max category conditions [30], timestep  328
2024-08-18 16:19:55.734659: Remain 1 Samples, max category conditions [30], timestep  327
2024-08-18 16:19:55.820240: Remain 1 Samples, max category conditions [30], timestep  326
2024-08-18 16:19:55.905740: Remain 1 Samples, max category conditions [30], timestep  325
2024-08-18 16:19:55.991318: Remain 1 Samples, max category conditions [30], timestep  324
2024-08-18 16:19:56.078486: Remain 1 Samples, max category conditions [30], timestep  323
2024-08-18 16:19:56.163627: Remain 1 Samples, max category conditions [30], timestep  322
2024-08-18 16:19:56.249632: Remain 1 Samples, max category conditions [30], timestep  321
2024-08-18 16:19:56.334800: Remain 1 Samples, max category conditions [30], timestep  320
2024-08-18 16:19:56.420361: Remain 1 Samples, max category conditions [30], timestep  319
2024-08-18 16:19:56.505938: Remain 1 Samples, max category conditions [30], timestep  318
2024-08-18 16:19:56.591387: Remain 1 Samples, max category conditions [30], timestep  317
2024-08-18 16:19:56.677969: Remain 1 Samples, max category conditions [30], timestep  316
2024-08-18 16:19:56.763182: Remain 1 Samples, max category conditions [30], timestep  315
2024-08-18 16:19:56.848188: Remain 1 Samples, max category conditions [30], timestep  314
2024-08-18 16:19:56.933751: Remain 1 Samples, max category conditions [30], timestep  313
2024-08-18 16:19:57.019329: Remain 1 Samples, max category conditions [30], timestep  312
2024-08-18 16:19:57.106872: Remain 1 Samples, max category conditions [30], timestep  311
2024-08-18 16:19:57.193419: Remain 1 Samples, max category conditions [30], timestep  310
2024-08-18 16:19:57.278025: Remain 1 Samples, max category conditions [30], timestep  309
2024-08-18 16:19:57.364570: Remain 1 Samples, max category conditions [30], timestep  308
2024-08-18 16:19:57.449574: Remain 1 Samples, max category conditions [30], timestep  307
2024-08-18 16:19:57.535698: Remain 1 Samples, max category conditions [30], timestep  306
2024-08-18 16:19:57.621167: Remain 1 Samples, max category conditions [30], timestep  305
2024-08-18 16:19:57.706296: Remain 1 Samples, max category conditions [30], timestep  304
2024-08-18 16:19:57.792875: Remain 1 Samples, max category conditions [30], timestep  303
2024-08-18 16:19:57.878489: Remain 1 Samples, max category conditions [30], timestep  302
2024-08-18 16:19:57.963034: Remain 1 Samples, max category conditions [30], timestep  301
2024-08-18 16:19:58.049041: Remain 1 Samples, max category conditions [30], timestep  300
2024-08-18 16:19:58.135216: Remain 1 Samples, max category conditions [30], timestep  299
2024-08-18 16:19:58.220795: Remain 1 Samples, max category conditions [30], timestep  298
2024-08-18 16:19:58.307344: Remain 1 Samples, max category conditions [30], timestep  297
2024-08-18 16:19:58.395959: Remain 1 Samples, max category conditions [30], timestep  296
2024-08-18 16:19:58.480532: Remain 1 Samples, max category conditions [30], timestep  295
2024-08-18 16:19:58.565818: Remain 1 Samples, max category conditions [30], timestep  294
2024-08-18 16:19:58.651821: Remain 1 Samples, max category conditions [30], timestep  293
2024-08-18 16:19:58.737154: Remain 1 Samples, max category conditions [30], timestep  292
2024-08-18 16:19:58.822701: Remain 1 Samples, max category conditions [30], timestep  291
2024-08-18 16:19:58.908432: Remain 1 Samples, max category conditions [30], timestep  290
2024-08-18 16:19:58.995018: Remain 1 Samples, max category conditions [30], timestep  289
2024-08-18 16:19:59.080662: Remain 1 Samples, max category conditions [30], timestep  288
2024-08-18 16:19:59.165744: Remain 1 Samples, max category conditions [30], timestep  287
2024-08-18 16:19:59.251748: Remain 1 Samples, max category conditions [30], timestep  286
2024-08-18 16:19:59.338864: Remain 1 Samples, max category conditions [30], timestep  285
2024-08-18 16:19:59.424025: Remain 1 Samples, max category conditions [30], timestep  284
2024-08-18 16:19:59.510450: Remain 1 Samples, max category conditions [30], timestep  283
2024-08-18 16:19:59.596055: Remain 1 Samples, max category conditions [30], timestep  282
2024-08-18 16:19:59.681660: Remain 1 Samples, max category conditions [30], timestep  281
2024-08-18 16:19:59.770224: Remain 1 Samples, max category conditions [30], timestep  280
2024-08-18 16:19:59.855228: Remain 1 Samples, max category conditions [30], timestep  279
2024-08-18 16:19:59.940557: Remain 1 Samples, max category conditions [30], timestep  278
2024-08-18 16:20:00.027127: Remain 1 Samples, max category conditions [30], timestep  277
2024-08-18 16:20:00.112699: Remain 1 Samples, max category conditions [30], timestep  276
2024-08-18 16:20:00.198277: Remain 1 Samples, max category conditions [30], timestep  275
2024-08-18 16:20:00.282887: Remain 1 Samples, max category conditions [30], timestep  274
2024-08-18 16:20:00.369396: Remain 1 Samples, max category conditions [30], timestep  273
2024-08-18 16:20:00.457433: Remain 1 Samples, max category conditions [30], timestep  272
2024-08-18 16:20:00.544997: Remain 1 Samples, max category conditions [30], timestep  271
2024-08-18 16:20:00.631566: Remain 1 Samples, max category conditions [30], timestep  270
2024-08-18 16:20:00.718180: Remain 1 Samples, max category conditions [30], timestep  269
2024-08-18 16:20:00.804783: Remain 1 Samples, max category conditions [30], timestep  268
2024-08-18 16:20:00.891396: Remain 1 Samples, max category conditions [30], timestep  267
2024-08-18 16:20:00.977003: Remain 1 Samples, max category conditions [30], timestep  266
2024-08-18 16:20:01.065143: Remain 1 Samples, max category conditions [30], timestep  265
2024-08-18 16:20:01.151147: Remain 1 Samples, max category conditions [30], timestep  264
2024-08-18 16:20:01.236357: Remain 1 Samples, max category conditions [30], timestep  263
2024-08-18 16:20:01.321939: Remain 1 Samples, max category conditions [30], timestep  262
2024-08-18 16:20:01.407543: Remain 1 Samples, max category conditions [30], timestep  261
2024-08-18 16:20:01.494154: Remain 1 Samples, max category conditions [30], timestep  260
2024-08-18 16:20:01.580769: Remain 1 Samples, max category conditions [30], timestep  259
2024-08-18 16:20:01.665904: Remain 1 Samples, max category conditions [30], timestep  258
2024-08-18 16:20:01.751906: Remain 1 Samples, max category conditions [30], timestep  257
2024-08-18 16:20:01.838183: Remain 1 Samples, max category conditions [30], timestep  256
2024-08-18 16:20:01.922730: Remain 1 Samples, max category conditions [30], timestep  255
2024-08-18 16:20:02.008342: Remain 1 Samples, max category conditions [30], timestep  254
2024-08-18 16:20:02.094646: Remain 1 Samples, max category conditions [30], timestep  253
2024-08-18 16:20:02.180189: Remain 1 Samples, max category conditions [30], timestep  252
2024-08-18 16:20:02.266045: Remain 1 Samples, max category conditions [30], timestep  251
2024-08-18 16:20:02.351076: Remain 1 Samples, max category conditions [30], timestep  250
2024-08-18 16:20:02.438528: Remain 1 Samples, max category conditions [30], timestep  249
2024-08-18 16:20:02.524131: Remain 1 Samples, max category conditions [30], timestep  248
2024-08-18 16:20:02.609702: Remain 1 Samples, max category conditions [30], timestep  247
2024-08-18 16:20:02.696309: Remain 1 Samples, max category conditions [30], timestep  246
2024-08-18 16:20:02.780918: Remain 1 Samples, max category conditions [30], timestep  245
2024-08-18 16:20:02.867462: Remain 1 Samples, max category conditions [30], timestep  244
2024-08-18 16:20:02.953467: Remain 1 Samples, max category conditions [30], timestep  243
2024-08-18 16:20:03.039645: Remain 1 Samples, max category conditions [30], timestep  242
2024-08-18 16:20:03.124226: Remain 1 Samples, max category conditions [30], timestep  241
2024-08-18 16:20:03.210836: Remain 1 Samples, max category conditions [30], timestep  240
2024-08-18 16:20:03.297442: Remain 1 Samples, max category conditions [30], timestep  239
2024-08-18 16:20:03.382757: Remain 1 Samples, max category conditions [30], timestep  238
2024-08-18 16:20:03.467328: Remain 1 Samples, max category conditions [30], timestep  237
2024-08-18 16:20:03.553344: Remain 1 Samples, max category conditions [30], timestep  236
2024-08-18 16:20:03.640647: Remain 1 Samples, max category conditions [30], timestep  235
2024-08-18 16:20:03.727251: Remain 1 Samples, max category conditions [30], timestep  234
2024-08-18 16:20:03.812826: Remain 1 Samples, max category conditions [30], timestep  233
2024-08-18 16:20:03.899453: Remain 1 Samples, max category conditions [30], timestep  232
